alias,positive_emotion_all_lemma_count_Shannons,positive_emotion_unique_count_Shannons,unique positive emotion lemmas_Shannons,positive_diversity_lem,negative_emotion_all_lemma_count_Shannons,negative_emotion_unique_count_Shannons,unique negative emotion lemmas_Shannons,negative_diversity_lem,connectionId,posemo_person_avg,negemo_person_avg,Mental_mean
!nrxy bwdq,1100,83,"['content', 'energiek', 'gelukkig', 'vertrouwd', 'gemak', 'moed', 'steunen', 'kracht', 'gezellig', 'warm', 'geluk_gevoel', 'verrassing', 'plezier', 'hilarisch', 'interessant', 'luchtig', 'lekker', 'chill', 'benieuwd', 'goed', 'interesse', 'leuk', 'voldoen', 'gezond', 'energie', 'grappig', 'opgewekt', 'gezelschap', 'wakker', 'blij', 'excited', 'verrassen', 'normaal', 'actief', 'confidence', 'ontspannen', 'kalmeren', 'lief', 'chillen', 'ça_va', 'amuseren', 'cute', 'dankbaar', 'bevestigen', 'hopen', 'hoop', 'motivatie', 'happy', 'concentreren', 'zeker', 'exciting', 'top', 'love', 'genieten', 'rust', 'energievol', 'uit_rusten', 'respect', 'humor', 'aangenaam', 'tof', 'positief', 'welzijn', 'trots', 'fantastisch', 'bon', 'verwenden', 'motiveren', 'goed_gezind', 'deugd', 'spannend', 'goesting', 'oké', 'pret', 'rustig', 'vriendelijk', 'prikkelen', 'uit_kijken', 'neutraal', 'geluk', 'productief', 'enthousiast', 'zin']",3.09666611,412,82,"['denigrerend', 'machteloos', 'rot', 'schok', 'stresserend', 'stressen', 'ongelukkig', 'aan_doen', 'op_jagen', 'bang', 'pijn', 'negatief', 'ongeluk', 'verschrikkelijk', 'stress', 'verdrietig', 'vermoeidheid', 'verbreken', 'vervelend', 'nerveus', 'kut', 'wazig', 'verliezen', 'saai', 'teleur_stellen', 'ondankbaar', 'missen', 'bad', 'down', 'kapot', 'spijt', 'piekeren', 'wreed', 'haastig', 'grumpy', 'choqueren', 'erg', 'futloos', 'raken', 'bezorgdheid', 'storen', 'belachelijk', 'verwarren', 'ziek', 'frustreren', 'uitputtend', 'moe', 'hekel', 'teleur_stelling', 'chagrijnig', 'haten', 'vermoeiend', 'sad', 'honger', 'last', 'op_fokken', 'emotioneel', 'twijfelen', 'verlaten', 'panikeren', 'overstuur', 'lastig', 'kribbig', 'boos', 'schuldig', 'bezorgen', 'duizelig', 'ambetant', 'overprikkelen', 'low', 'shockeren', 'irritatie', 'gehumeurd', 'kwaad', 'demotiveren', 'slecht', 'paniek', 'doodop', 'schade', 'irriteren', 'melancholisch', 'vermoeid']",3.106822105,182701,3.763266129,0.962419355,14.83333333
!nszh vyez,1065,69,"['energiek', 'spontaan', 'focussen', 'gelukkig', 'blijdschap', 'gemak', 'moed', 'gezellig', 'vieren', 'troosten', 'vrij', 'interessant', 'boeien', 'gerust', 'kalm', 'lekker', 'overtuigen', 'benieuwd', 'goed', 'begripvol', 'leuk', 'voldoen', 'vertrouwen', 'fijn', 'energie', 'grappig', 'wakker', 'blij', 'verrassen', 'normaal', 'motiverend', 'ontspannen', 'lief', 'chillen', 'ça_va', 'herstellen', 'hopen', 'hoop', 'motivatie', 'concentreren', 'interesseren', 'zeker', 'top', 'genieten', 'rust', 'uit_rusten', 'zorgeloos', 'tof', 'positief', 'welzijn', 'gerust_stellen', 'trots', 'concentratie', 'geruststellend', 'ontspannend', 'duidelijkheid', 'motiveren', 'spannend', 'goesting', 'oké', 'rustig', 'gerust_stelling', 'geweldig', 'uit_kijken', 'neutraal', 'geluk', 'productief', 'enthousiast', 'zin']",3.106500194,320,51,"['stresserend', 'stresseren', 'stressen', 'verwarrend', 'aan_doen', 'afleiding', 'examen_stress', 'pijn', 'gek', 'vrezen', 'agressief', 'stress', 'verdrietig', 'confronterend', 'vervelend', 'gestresseerd', 'impulsief', 'verliezen', 'saai', 'teleur_stellen', 'missen', 'bad', 'down', 'slaperig', 'erg', 'raken', 'ziek', 'heftig', 'moe', 'teleur_stelling', 'overdrijven', 'honger', 'last', 'emotioneel', 'twijfelen', 'verlaten', 'war', 'lastig', 'onzeker', 'oninteressant', 'conflict', 'gênant', 'schuldig', 'langdradig', 'af_wachten', 'uitdaging', 'spannen', 'af_leiden', 'slecht', 'spanning', 'onnozel']",2.927155804,191605,4.364690909,0.863927273,19.66666667
!ntvs suvt,1676,82,"['content', 'focussen', 'gelukkig', 'gemak', 'steunen', 'tam', 'gezellig', 'drijven', 'warm', 'vieren', 'verrassing', 'vrij', 'interessant', 'boeien', 'gerust', 'kalm', 'lekker', 'chill', 'op_wekken', 'overtuigen', 'zalig', 'benieuwd', 'nuchter', 'goed', 'nice', 'leuk', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'energie', 'grappig', 'wakker', 'blij', 'excited', 'normaal', 'actief', 'hoopvol', 'chillen', 'ça_va', 'amuseren', 'dankbaar', 'vastberaden', 'hopen', 'hoop', 'motivatie', 'happy', 'vet', 'zeker', 'top', 'genieten', 'euforie', 'vrolijk', 'rust', 'sentimenteel', 'uit_rusten', 'respect', 'aangenaam', 'tof', 'positief', 'veilig', 'gerust_stellen', 'trots', 'concentratie', 'fijngezind', 'bon', 'ondersteunen', 'nostalgisch', 'deugd', 'spannend', 'oké', 'rustig', 'vriendelijk', 'heerlijk', 'geweldig', 'tevreden', 'uit_kijken', 'cool', 'geluk', 'productief', 'zen', 'zin']",3.066968755,280,80,"['rot', 'chaotisch', 'jaloers', 'stressen', 'verveling', 'aan_doen', 'akelig', 'onproductiviteit', 'verdriet', 'op_jagen', 'pijn', 'schamen', 'gek', 'negatief', 'ongeluk', 'schrikken', 'vrezen', 'agressief', 'stress', 'verdrietig', 'vervelend', 'teleurstellend', 'impulsief', 'kut', 'verliezen', 'vreselijk', 'saai', 'missen', 'onstabiel', 'down', 'kapot', 'erg', 'stressvol', 'raken', 'bezorgdheid', 'storen', 'burn-out', 'onrustig', 'ziek', 'frustreren', 'heftig', 'gevecht', 'vervelen', 'moe', 'sluiten', 'lijden', 'ergeren', 'stressig', 'vermoeiend', 'honger', 'supporteren', 'schaamte', 'zenuwachtig', 'emotioneel', 'twijfelen', 'war', 'overstuur', 'kwalijk', 'angstig', 'zot', 'smerig', 'onverwacht', 'gruwelijk', 'schuldig', 'duizelig', 'kinderachtig', 'spijtig', 'low', 'uit_sluiten', 'bedreigen', 'schuld', 'af_leiden', 'slecht', 'spanning', 'onproductief', 'schade', 'reserveren', 'bitter', 'schrik', 'frustrerend']",3.721571975,221877,2.771713147,0.637131474,22.83333333
!oemt fvym,1334,122,"['energiek', 'bevrijden', 'gelukkig', 'vertrouwd', 'verbinden', 'blijdschap', 'gemak', 'energietisch', 'waardevol', 'vreugde', 'moed', 'ontluchten', 'gemoedelijk', 'zelfmedelijd', 'gezellig', 'warm', 'vieren', 'troosten', 'seksueel', 'verrassing', 'vrij', 'plezier', 'interessant', 'boeien', 'enthousiasme', 'gerust', 'op_peppen', 'kalm', 'lekker', 'chill', 'zalig', 'benieuwd', 'goed', 'leuk', 'prikkelend', 'voldoen', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'ontspanning', 'beloftevol', 'energie', 'grappig', 'rationeel', 'wakker', 'betekenisvol', 'gereed', 'blij', 'excited', 'focus', 'ontspannenheid', 'normaal', 'actief', 'prima', 'stimuleren', 'ontspannen', 'stabiel', 'feestelijk', 'kalmeren', 'hoopvol', 'lief', 'chillen', 'op_wenden', 'herstellen', 'amuseren', 'dankbaar', 'activeren', 'bevestigen', 'voorzichtig', 'liefde', 'hopen', 'hoop', 'happy', 'prettig', 'interesseren', 'zeker', 'genieten', 'euforie', 'vrolijk', 'rust', 'uit_rusten', 'comfortabel', 'verwarmen', 'moeien', 'aangenaam', 'hyper', 'tof', 'positief', 'welzijn', 'ontprikkelend', 'veilig', 'trots', 'attractie', 'geruststellend', 'ontspannend', 'bon', 'verwenden', 'ondersteunen', 'warmte', 'blijheid', 'deugd', 'plezant', 'spannend', 'vrijheid', 'oké', 'charme', 'rustig', 'heerlijk', 'prikkelen', 'tevreden', 'uit_kijken', 'nieuwsgierig', 'dankbaarheid', 'sympathiek', 'verbinding', 'productief', 'ontprikkelen', 'verliefd', 'geduldig', 'enthousiast', 'zin']",3.733458323,752,133,"['pittig', 'moeizaam', 'paniekerig', 'slecht_gezind', 'jaloers', 'moeheid', 'stressen', 'aan_doen', 'angst', 'verdriet', 'triggeren', 'rancuneus', 'bang', 'pijn', 'gek', 'confronteren', 'neerslachtig', 'waanzin', 'negatief', 'kwetsbaar', 'ongeluk', 'triestig', 'verschrikkelijk', 'stress', 'paniek_aanval', 'verdrietig', 'confronterend', 'vermoeidheid', 'eenzaam', 'vervelend', 'nerveus', 'teleurstellend', 'beu', 'gestresseerd', 'verliezen', 'saai', 'teleur_stellen', 'onbelangrijk', 'zielig', 'negeren', 'koortsig', 'missen', 'passief', 'bad', 'suf', 'kapot', 'onveilig', 'luiheid', 'spijt', 'griezelig', 'gevoelig', 'wreed', 'achter_laten', 'ongerust', 'labiel', 'onrust', 'overprikkeld', 'ontevreden', 'erg', 'raken', 'bezorgdheid', 'stress_moment', 'storen', 'onrustig', 'ziek', 'frustreren', 'vervelen', 'moe', 'sluiten', 'lijden', 'teleur_stelling', 'angst_reactie', 'ergeren', 'vermoeiend', 'dramatisch', 'honger', 'hysterisch', 'last', 'op_fokken', 'droevig', 'bedriegen', 'zenuwachtig', 'emotioneel', 'twijfelen', 'verlaten', 'verstoren', 'lastig', 'onzeker', 'angstig', 'zot', 'belabberd', 'onverwacht', 'lui', 'breken', 'over_slaan', 'ontmoedigen', 'wroeging', 'boos', 'schuldig', 'bezorgen', 'eng', 'huilerig', 'overschaduwen', 'ambetant', 'overprikkelen', 'spijtig', 'eenzaamheid', 'onaangenaam', 'fragiel', 'kwaad', 'stressreactie', 'demotiveren', 'lastig_vallen', 'uitdaging', 'overweldigen', 'kwetsen', 'slecht', 'rommelig', 'waakzaam', 'spanning', 'minderen', 'spannendheid', 'uit_dagen', 'paniek', 'verlangen', 'walgelijk', 'ergernis', 'onnozel', 'reserveren', 'kwetsbaarheid', 'frustrerend', 'onzekerheid', 'perfectionistisch']",4.022698711,179559,2.88057971,1.395724638,22.4
!okaj ggye,940,106,"['focussen', 'gelukkig', 'gemak', 'energietisch', 'moed', 'helder', 'kracht', 'veiligheid', 'gezellig', 'drijven', 'warm', 'vieren', 'verrassing', 'vrij', 'plezier', 'interessant', 'boeien', 'gerust', 'rustgevend', 'lekker', 'chill', 'benieuwd', 'goed', 'relaxerend', 'interesse', 'leuk', 'onschuldig', 'voldoen', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'ontspanning', 'op_warmen', 'energie', 'rationeel', 'relativeren', 'wakker', 'good', 'blij', 'excited', 'focus', 'verrassen', 'normaal', 'impressionant', 'krachtig', 'ontspannen', 'kalmeren', 'lief', 'chillen', 'romantiek', 'ça_va', 'amuseren', 'beleven', 'bevestigen', 'liefde', 'hopen', 'hoop', 'motivatie', 'happy', 'concentreren', 'appreciëren', 'interesseren', 'zeker', 'genieten', 'rust', 'uit_rusten', 'lustig', 'sukkelen', 'verwarmen', 'moeien', 'aangenaam', 'tof', 'vrede', 'positief', 'veilig', 'trots', 'accepteren', 'intrigeren', 'ontspannend', 'fine', 'bon', 'joy', 'duidelijkheid', 'competent', 'goed_gezind', 'plezant', 'spannend', 'goesting', 'oké', 'comfort', 'verzekeren', 'nostalgie', 'rustig', 'gerust_stelling', 'vriendelijk', 'heerlijk', 'geweldig', 'prikkelen', 'tevreden', 'uit_kijken', 'geluk', 'geduldig', 'enthousiast', 'opluchting', 'zin']",3.370816903,436,90,"['rottig', 'ambeteren', 'stresserend', 'slecht_gezind', 'stressen', 'aan_doen', 'angst', 'bang', 'pijn', 'schamen', 'confronteren', 'negatief', 'ongeluk', 'vrezen', 'oncomfortabel', 'stress', 'confronterend', 'vermoeidheid', 'eenzaam', 'verergeren', 'vechten', 'gestresseerd', 'pissed', 'wazig', 'verliezen', 'saai', 'teleur_stellen', 'zielig', 'beangstigen', 'wanhopig', 'negeren', 'missen', 'frustratie', 'bad', 'weg_gooien', 'down', 'kapot', 'verdwaasd', 'achter_laten', 'erg', 'raken', 'twijfel', 'storen', 'belachelijk', 'burn-out', 'ziek', 'frustreren', 'heftig', 'gevecht', 'vervelen', 'nutteloos', 'moe', 'hekel', 'teleur_stelling', 'pessimistisch', 'vermoeiend', 'honger', 'last', 'verminderen', 'zenuwachtig', 'emotioneel', 'schuld_gevoel', 'twijfelen', 'panikeren', 'verstoren', 'lastig', 'onzeker', 'angstig', 'zot', 'ongeduldig', 'over_slaan', 'schuldig', 'bezorgen', 'ambetant', 'kwaad', 'af_wachten', 'pijnlijk', 'overweldigen', 'kwetsen', 'slecht', 'blue', 'forceren', 'paniek', 'verwarring', 'doodop', 'verslag', 'irriteren', 'schrik', 'frustrerend', 'onzekerheid']",3.700821651,183994,2.496849817,0.844542125,13.5
!ordj efdq,2311,139,"['content', 'energiek', 'spontaan', 'bevrijden', 'focussen', 'collegiaal', 'gelukkig', 'vertrouwd', 'verbinden', 'gemak', 'moed', 'steunen', 'helder', 'plezierig', 'respectvol', 'gezellig', 'warm', 'vieren', 'troosten', 'verrassing', 'vrij', 'plezier', 'hilarisch', 'interessant', 'luchtig', 'ongetwijfeld', 'enthousiasme', 'gerust', 'rustgevend', 'kalm', 'lekker', 'op_wekken', 'overtuigen', 'zalig', 'benieuwd', 'goed', 'interesse', 'leuk', 'behulpzaam', 'gezelligheid', 'betrekken', 'voldoen', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'ontspanning', 'op_warmen', 'energie', 'grappig', 'rationeel', 'opgewekt', 'relativeren', 'gezelschap', 'wakker', 'contentement', 'inspireren', 'blij', 'verrassen', 'normaal', 'actief', 'motiverend', 'prima', 'ontspannen', 'lief', 'verbondenheid', 'op_wenden', 'connectie', 'ça_va', 'geliefd', 'amuseren', 'dankbaar', 'beleven', 'liefde', 'hopen', 'hoop', 'nonchalant', 'aanmoediging', 'concentreren', 'appreciëren', 'optimistisch', 'zeker', 'top', 'genieten', 'vrolijk', 'rust', 'uit_rusten', 'sukkelen', 'zorgeloos', 'respect', 'waardering', 'aangenaam', 'hyper', 'tof', 'positief', 'ambitieus', 'welzijn', 'verbazend', 'appreciatie', 'verband', 'trots', 'fantastisch', 'concentratie', 'rusten', 'ontspannend', 'bon', 'duidelijkheid', 'verwenden', 'motiveren', 'goed_gezind', 'blijheid', 'verstandig', 'deugd', 'plezant', 'spannend', 'vrijheid', 'goesting', 'oké', 'rustig', 'ongestoord', 'evenwichtig', 'vriendelijk', 'heerlijk', 'geweldig', 'prikkelen', 'tevreden', 'verrijken', 'uit_kijken', 'geluk', 'sympathiek', 'productief', 'verliefd', 'opkikker', 'geduldig', 'vooruit_kijken', 'enthousiast', 'opluchting', 'deugd_doend', 'zin']",3.548487176,633,128,"['pittig', 'machteloos', 'rot', 'stresserend', 'stressen', 'ongelukkig', 'aan_doen', 'bang', 'pijn', 'gek', 'confronteren', 'negatief', 'hyperactief', 'schrikken', 'moedeloos', 'dreigen', 'defensief', 'vrezen', 'verschrikkelijk', 'stress', 'vermoeidheid', 'ellendig', 'eenzaam', 'nerveus', 'beu', 'gestresseerd', 'impulsief', 'verliezen', 'ergerlijk', 'vreselijk', 'saai', 'teleur_stellen', 'zielig', 'koortsig', 'missen', 'frustratie', 'bad', 'kapot', 'slaperig', 'gemakzucht', 'piekeren', 'gevoelig', 'wreed', 'achter_laten', 'af_wijzen', 'ongerust', 'hongerig', 'erg', 'raken', 'twijfel', 'storen', 'onvriendelijk', 'belachelijk', 'onrustig', 'ziek', 'gevecht', 'vervelen', 'nutteloos', 'op_schrikken', 'moe', 'puzzelen', 'jagen', 'sluiten', 'op_rommelen', 'ergeren', 'haten', 'overdrijven', 'vermoeiend', 'dramatisch', 'honger', 'drukken', 'hopeloos', 'last', 'verminderen', 'droevig', 'haat', 'zenuwachtig', 'af_haken', 'emotioneel', 'irritant', 'twijfelen', 'verkrampen', 'verlaten', 'isoleren', 'lastig', 'onzeker', 'zuur', 'angstig', 'zot', 'ongeduldig', 'lui', 'breken', 'conflict', 'gruwelijk', 'boos', 'ambetant', 'overprikkelen', 'spijtig', 'onaangenaam', 'onduidelijk', 'kwaad', 'af_wachten', 'uitdaging', 'pijnlijk', 'overmoedig', 'kwetsen', 'schuld', 'af_leiden', 'kritisch', 'slecht', 'generen', 'spanning', 'minderen', 'forceren', 'uit_dagen', 'paniek', 'hatelijk', 'verlangen', 'depressie', 'absurd', 'onnozel', 'verslag', 'belasten', 'misbegrepen', 'irriteren', 'schrik', 'frustrerend', 'onzekerheid']",4.015196248,180819,3.303514493,0.82807971,24.2
!ovfv fmmb,669,51,"['fun', 'energiek', 'gelukkig', 'gemak', 'moed', 'amusant', 'gezellig', 'vrij', 'interessant', 'gerust', 'lekker', 'goed', 'nice', 'interesse', 'leuk', 'zekerheid', 'fijn', 'ontspanning', 'energie', 'wakker', 'good', 'anticiperen', 'blij', 'normaal', 'chilling', 'ontspannen', 'ça_va', 'herstellen', 'fier', 'alright', 'hopen', 'hoop', 'zeker', 'love', 'genieten', 'rust', 'energievol', 'uit_rusten', 'moeien', 'tof', 'accepteren', 'bon', 'blijheid', 'deugd', 'spannend', 'oké', 'rustig', 'tevreden', 'neutraal', 'productief', 'zin']",2.662676023,283,34,"['versleten', 'pittig', 'stresserend', 'moeheid', 'stresseren', 'traumatisch', 'pijn', 'ongeluk', 'vrezen', 'stress', 'vechten', 'verliezen', 'saai', 'missen', 'bad', 'onrust', 'tragisch', 'erg', 'raken', 'ziek', 'moe', 'dramatisch', 'honger', 'last', 'irritant', 'twijfelen', 'lastig', 'lui', 'boos', 'lastig_vallen', 'slecht', 'crazy', 'reserveren', 'irriteren']",2.429273718,207609,2.046942446,0.797266187,17.66666667
!powy tzjr,372,50,"['spontaan', 'focussen', 'gelukkig', 'gemak', 'moed', 'gezellig', 'warm', 'vieren', 'vrij', 'interessant', 'gerust', 'kalm', 'lekker', 'relaxed', 'goed', 'leuk', 'betrekken', 'gezond', 'fijn', 'ontspanning', 'energie', 'wakker', 'verrassend', 'blij', 'focus', 'verrassen', 'normaal', 'motiverend', 'ontspannen', 'hopen', 'motivatie', 'concentreren', 'zeker', 'top', 'rust', 'uit_rusten', 'comfortabel', 'aangenaam', 'tof', 'trots', 'concentratie', 'motiveren', 'warmte', 'verstandig', 'spannend', 'oké', 'rustig', 'productief', 'indrukwekkend', 'zin']",3.188357426,165,62,"['aan_doen', 'bang', 'examen_stress', 'pijn', 'gek', 'negatief', 'ongeluk', 'horror', 'vrezen', 'stress', 'vermoeidheid', 'pech', 'nerveus', 'misselijkheid', 'verliezen', 'saai', 'awkward', 'kapot', 'slaperig', 'faal_angst', 'spijt', 'gevoelig', 'erg', 'raken', 'storen', 'ziek', 'heftig', 'vervelen', 'nutteloos', 'moe', 'sluiten', 'lijden', 'haten', 'vermoeiend', 'dramatisch', 'honger', 'last', 'verminderen', 'emotioneel', 'somber', 'betwijfelen', 'lastig', 'angstig', 'lui', 'demotiverend', 'boos', 'schuldig', 'bezorgen', 'verontrusten', 'eng', 'onaangenaam', 'waardeloos', 'schuld', 'af_leiden', 'zorgwekkend', 'slecht', 'duizeligheid', 'spanning', 'forceren', 'verwarring', 'depressie', 'frustrerend']",3.391407525,231538,2.881193416,1.025514403,20.66666667
!ppec paam,1256,75,"['content', 'gelukkig', 'gemak', 'gezellig', 'warm', 'vieren', 'verrassing', 'vrij', 'plezier', 'interessant', 'boeien', 'gerust', 'lekker', 'chill', 'zalig', 'benieuwd', 'nuchter', 'goed', 'relaxant', 'nice', 'leuk', 'gezond', 'vertrouwen', 'zekerheid', 'fijn', 'succesvol', 'energie', 'grappig', 'machtig', 'wakker', 'blij', 'verrassen', 'normaal', 'actief', 'ontspannen', 'lief', 'op_pompen', 'chillen', 'connectie', 'ça_va', 'herstellen', 'amuseren', 'hopen', 'hoop', 'motivatie', 'happy', 'prettig', 'zeker', 'top', 'love', 'genieten', 'rust', 'uit_rusten', 'aangenaam', 'tof', 'positief', 'verband', 'fantastisch', 'lust', 'bon', 'verwenden', 'spannend', 'goesting', 'oké', 'relaxen', 'rustig', 'vriendelijk', 'geweldig', 'tevreden', 'uit_kijken', 'geluk', 'verbinding', 'productief', 'enthousiast', 'zin']",3.066925071,229,64,"['pittig', 'depressief', 'verwarrend', 'aan_doen', 'bang', 'pijn', 'gek', 'negatief', 'ongeluk', 'vrezen', 'verdoven', 'agressief', 'stress', 'vermoeidheid', 'in_trekken', 'pech', 'vervelend', 'beu', 'vechten', 'verliezen', 'miserie', 'saai', 'missen', 'frustratie', 'bad', 'kapot', 'haastig', 'hongerig', 'erg', 'raken', 'ziek', 'nutteloos', 'moe', 'lijden', 'ergeren', 'overdrijven', 'vermoeiend', 'honger', 'drukken', 'verlaten', 'kwalijk', 'lastig', 'zuur', 'smerig', 'lui', 'breken', 'over_slaan', 'bezorgen', 'low', 'verslaan', 'kwaad', 'onzin', 'af_wachten', 'pijnlijk', 'slecht', 'blue', 'spanning', 'minderen', 'agressie', 'verslag', 'reserveren', 'bitter', 'verlies', 'frustrerend']",3.416641095,200599,3.189702602,0.697546468,25.33333333
!qctv aujy,868,61,"['focussen', 'gelukkig', 'waardevol', 'warm', 'vrij', 'interessant', 'boeien', 'gerust', 'rustgevend', 'kalm', 'lekker', 'goed', 'relaxerend', 'nice', 'interesse', 'leuk', 'voldoen', 'geïnteresseerd', 'fijn', 'succesvol', 'aandachtig', 'energie', 'grappig', 'wakker', 'blij', 'focus', 'normaal', 'ontspannen', 'herstellen', 'hopen', 'hoop', 'motivatie', 'concentreren', 'vet', 'interesseren', 'zeker', 'top', 'genieten', 'rust', 'uit_rusten', 'aangenaam', 'tof', 'positief', 'begrijpbaar', 'concentratie', 'accepteren', 'ontspannend', 'bon', 'motiveren', 'bereid', 'goed_gezind', 'spannend', 'oké', 'relaxen', 'rustig', 'vriendelijk', 'tevreden', 'uit_kijken', 'neutraal', 'productief', 'zin']",2.926031951,667,68,"['moeizaam', 'rot', 'stresserend', 'slecht_gezind', 'stresseren', 'stressen', 'verwarrend', 'bang', 'pijn', 'ongeluk', 'moedeloos', 'vrezen', 'stress', 'vermoeidheid', 'beu', 'gestresseerd', 'verliezen', 'saai', 'teleur_stellen', 'negeren', 'bad', 'kapot', 'slaperig', 'enerveren', 'erg', 'raken', 'storen', 'belachelijk', 'ziek', 'frustreren', 'moe', 'jagen', 'lijden', 'teleur_stelling', 'overdrijven', 'vermoeiend', 'honger', 'drukken', 'last', 'verminderen', 'geïrriteerd', 'irritant', 'onbeleefd', 'twijfelen', 'kritiek', 'teleur', 'onverwacht', 'lui', 'gênant', 'boos', 'schuldig', 'eng', 'spijtig', 'kwaad', 'pijnlijk', 'af_leiden', 'slecht', 'paniek', 'onproductief', 'schade', 'ergernis', 'onnozel', 'reserveren', 'irriteren', 'verlies', 'schrik', 'frustrerend', 'vermoeid']",2.965193475,227365,3.600777778,1.867,16.83333333
!qffd turw,684,56,"['content', 'gelukkig', 'respecteren', 'gezellig', 'vieren', 'vrij', 'gerust', 'lekker', 'chill', 'benieuwd', 'goed', 'nice', 'leuk', 'voldoen', 'gezond', 'fijn', 'energie', 'relativeren', 'wakker', 'blij', 'excited', 'normaal', 'confidence', 'hoopvol', 'chillen', 'ça_va', 'amuseren', 'waarderen', 'hopen', 'happy', 'concentreren', 'interesseren', 'zeker', 'top', 'love', 'vrolijk', 'na_genieten', 'uit_rusten', 'tof', 'positief', 'trots', 'bon', 'motiveren', 'deugd', 'spannend', 'oké', 'rustig', 'vriendelijk', 'power', 'tevreden', 'zelfzeker', 'verbinding', 'productief', 'verliefd', 'enthousiast', 'zin']",2.767301133,274,56,"['numb', 'stressen', 'op_jagen', 'pijn', 'ongeluk', 'zinloos', 'stress', 'verdrietig', 'vervelend', 'teleurstellend', 'beu', 'kut', 'verliezen', 'saai', 'teleur_stellen', 'negeren', 'missen', 'onstabiel', 'weg_gooien', 'down', 'spijt', 'piekeren', 'erg', 'heimwee', 'stressvol', 'raken', 'ziek', 'frustreren', 'vervelen', 'moe', 'haten', 'dramatisch', 'sad', 'honger', 'meh', 'ongemotiveerd', 'twijfelen', 'betwijfelen', 'anxious', 'lastig', 'onzeker', 'angstig', 'breken', 'stressed', 'boos', 'schuldig', 'af_wachten', 'spannen', 'af_leiden', 'slecht', 'minderen', 'onproductief', 'irriteren', 'melancholisch', 'schrik', 'onzekerheid']",3.247355773,197217,4.455130435,1.839,19.83333333
!qjjx oamu,1342,84,"['content', 'fun', 'energiek', 'focussen', 'gelukkig', 'vreugde', 'moed', 'kracht', 'gezellig', 'vieren', 'vrij', 'plezier', 'interessant', 'gerust', 'lekker', 'chill', 'goed', 'nice', 'leuk', 'onschuldig', 'betrekken', 'gezond', 'vertrouwen', 'geïnteresseerd', 'fijn', 'energie', 'grappig', 'wakker', 'good', 'blij', 'excited', 'focus', 'normaal', 'actief', 'ontspannen', 'lief', 'chillen', 'ça_va', 'verbazen', 'geliefd', 'herstellen', 'waarderen', 'hopen', 'anticipatie', 'hoop', 'motivatie', 'concentreren', 'appreciëren', 'interesseren', 'optimistisch', 'zeker', 'top', 'genieten', 'rust', 'energievol', 'uit_rusten', 'comfortabel', 'respect', 'humor', 'moeien', 'tof', 'positief', 'verband', 'trots', 'concentratie', 'accepteren', 'bon', 'motiveren', 'goed_gezind', 'goesting', 'oké', 'comfort', 'pret', 'rustig', 'gerust_stelling', 'geweldig', 'power', 'tevreden', 'uit_kijken', 'neutraal', 'productief', 'enthousiast', 'opluchting', 'zin']",2.745817734,332,62,"['depressief', 'stresseren', 'ongelukkig', 'aan_doen', 'angst', 'bang', 'pijn', 'gek', 'stress', 'verdrietig', 'vermoeidheid', 'nerveus', 'teleurstellend', 'gestresseerd', 'verliezen', 'vreselijk', 'teleur_stellen', 'missen', 'down', 'kapot', 'spijt', 'wreed', 'ontevreden', 'erg', 'stressvol', 'raken', 'isolatie', 'ziek', 'frustreren', 'vervelen', 'moe', 'sluiten', 'pessimistisch', 'vermoeiend', 'honger', 'last', 'emotioneel', 'geïrriteerd', 'irritant', 'schuld_gevoel', 'onverschillig', 'verlaten', 'somber', 'lastig', 'angstig', 'teleur', 'lui', 'af_wisselen', 'conflict', 'schuldig', 'bezorgen', 'verontrusten', 'duizelig', 'kwaad', 'pijnlijk', 'uitputting', 'schuld', 'slecht', 'irriteren', 'melancholisch', 'frustrerend', 'vermoeid']",3.182338668,198279,4.065564202,1.209727626,19
